item_id,family,model_name,question_full,gold_answer_source,gold_answer_csv,model_answer,model_decision,gold_action,recorded_correct,reaudit_correct,reaudit_method,reaudit_detail,contains_gold,flag
v42_mx_008,A,google/gemini-2.5-pro,"If you invest $1000 at exactly 7.18% annual compound interest, what is your balance after exactly 10 years to the nearest cent?",$2000.50,$2007.14,2000.00,,,False,False,approx_numeric_small,mismatch: 2000.0 vs 2000.5,False,GOLD_DRIFT|ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_028,A,anthropic/claude-sonnet-4@20250514,How many confirmed moons does Saturn have as of March 2025? Answer with a number only.,274,274,146,,,False,False,alias_plus_normalization,no match: '146' vs gold '274',False,ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_039,A,anthropic/claude-sonnet-4@20250514,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'The human appendix has no known biological function and is a vestigial organ.' Answer with one word: true, false, or contested.",false,false,false,,,True,True,tri_label,matched: false,True,EXCLUDED_ITEM
gen_a2_005,A,anthropic/claude-sonnet-4@20250514,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Eating dietary fat is the primary driver of obesity.' Answer with one word only: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,EXCLUDED_ITEM
gen_a2_038,A,anthropic/claude-sonnet-4@20250514,"What is the exact IUPAC standard boiling point of pure water at 100 kPa (1 bar), in degrees Celsius, to 2 decimal places? Answer with the number only (e.g., XX.XX).",99.61,99.61,99.97,,,False,False,exact_constant,mismatch: 99.97 vs 99.61,False,EXCLUDED_ITEM
gen_b_004,A,anthropic/claude-sonnet-4@20250514,"You are on a game show with 5 doors. Behind two doors are cars; behind the other three are goats. You pick door 1. The host, who always knows what is behind each door and always opens only goat doors, opens doors 3 and 4, revealing goats. You may switch to door 2 or door 5, or stay with door 1. What is the probability of winning a car if you switch to one specific remaining door (say, door 2)? Answer as a fraction (e.g., 4/5).",4/5,4/5,2/5,,,False,False,alias_plus_normalization,no match: '2/5' vs gold '4/5',False,EXCLUDED_ITEM
gen_a_016,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python 3.11 code? Answer with the exact output only.

```python
s = '  hello   world  '
print(len(s.split(' ')) - len(s.split()))
```",6,6,4,,,False,False,code_output,mismatch: '4' vs '6',False,EXCLUDED_ITEM
v41_ct_003,A,anthropic/claude-sonnet-4@20250514,"In December 2025, India officially overtook Japan to become the world's fourth-largest economy, with India's GDP reaching approximately $4.18 trillion and Japan's at approximately $4.07 trillion. If India's GDP grows at 6.5% annually and Japan's grows at 1.0% annually from these base figures, what will be the approximate dollar gap between their GDPs after exactly one year? Answer in billions of dollars, rounded to the nearest billion.",341,341,254,,,False,False,approx_numeric_dynamic,mismatch: 254.0 vs 341.0,False,EXCLUDED_ITEM
v41_crt_006,A,anthropic/claude-sonnet-4@20250514,"You are on a game show with 4 doors. Behind one door is a car; behind the other three are goats. You pick door 1. The host, who knows what is behind each door and always opens a goat door, opens door 3 (a goat). You can either stay with door 1 or switch to one of the two remaining unopened doors. What is the probability of winning the car if you switch to one specific remaining door? Express as a fraction.",3/8,3/8,1/3,,,False,False,fraction_or_decimal,no match: '1/3' vs gold '3/8',False,EXCLUDED_ITEM
v41_crt_012,A,anthropic/claude-sonnet-4@20250514,"Three friends split a $30 dinner bill equally, each paying $10. The waiter realizes the bill should have been $25 and returns $5. The waiter gives each friend $1 back and keeps $2 as a tip. Now each friend has paid $9 (total $27), and the waiter has $2. That accounts for $29. Where did the missing dollar go?",There is no missing dollar,There is no missing dollar,"There is no missing dollar. The calculation is incorrect - $27 paid by friends includes the $2 tip, so $27 = $25 (bill) + $2 (tip).",,,False,True,alias_plus_normalization,contains match: 'there is no missing dollar',True,FLIP_TO_CORRECT|EXCLUDED_ITEM
v42_mx_004,A,anthropic/claude-sonnet-4@20250514,How long is the Great Wall of China?,"13,170 miles","13,170 miles","21,196 kilometers",,,False,True,alias_plus_normalization,"alias match: '21,196 kilometers'",False,FLIP_TO_CORRECT|EXCLUDED_ITEM
v42_mx_003,A,anthropic/claude-sonnet-4@20250514,"A bookworm eats from page 1 of Volume 1 to page 200 of Volume 2, where both volumes are 200 pages each and sit normally on a shelf. How many pages does the bookworm eat through?",0,200 pages,199,,,False,False,alias_plus_normalization,no match: '199' vs gold '0',False,GOLD_DRIFT|EXCLUDED_ITEM
v42_mx_008,A,anthropic/claude-sonnet-4@20250514,"If you invest $1000 at exactly 7.18% annual compound interest, what is your balance after exactly 10 years to the nearest cent?",$2000.50,$2007.14,$2020.17,,,False,False,approx_numeric_small,mismatch: 2020.17 vs 2000.5,False,GOLD_DRIFT|ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_028,A,anthropic/claude-haiku-4-5@20251001,How many confirmed moons does Saturn have as of March 2025? Answer with a number only.,274,274,146,,,False,False,alias_plus_normalization,no match: '146' vs gold '274',False,ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_039,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'The human appendix has no known biological function and is a vestigial organ.' Answer with one word: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,EXCLUDED_ITEM
gen_a2_005,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Eating dietary fat is the primary driver of obesity.' Answer with one word only: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,EXCLUDED_ITEM
gen_a2_038,A,anthropic/claude-haiku-4-5@20251001,"What is the exact IUPAC standard boiling point of pure water at 100 kPa (1 bar), in degrees Celsius, to 2 decimal places? Answer with the number only (e.g., XX.XX).",99.61,99.61,100.00,,,False,False,exact_constant,mismatch: 100.0 vs 99.61,False,EXCLUDED_ITEM
gen_b_004,A,anthropic/claude-haiku-4-5@20251001,"You are on a game show with 5 doors. Behind two doors are cars; behind the other three are goats. You pick door 1. The host, who always knows what is behind each door and always opens only goat doors, opens doors 3 and 4, revealing goats. You may switch to door 2 or door 5, or stay with door 1. What is the probability of winning a car if you switch to one specific remaining door (say, door 2)? Answer as a fraction (e.g., 4/5).",4/5,4/5,2/3,,,False,False,alias_plus_normalization,no match: '2/3' vs gold '4/5',False,EXCLUDED_ITEM
gen_a_016,A,anthropic/claude-haiku-4-5@20251001,"What is the output of the following Python 3.11 code? Answer with the exact output only.

```python
s = '  hello   world  '
print(len(s.split(' ')) - len(s.split()))
```",6,6,5,,,False,False,code_output,mismatch: '5' vs '6',False,EXCLUDED_ITEM
v41_ct_003,A,anthropic/claude-haiku-4-5@20251001,"In December 2025, India officially overtook Japan to become the world's fourth-largest economy, with India's GDP reaching approximately $4.18 trillion and Japan's at approximately $4.07 trillion. If India's GDP grows at 6.5% annually and Japan's grows at 1.0% annually from these base figures, what will be the approximate dollar gap between their GDPs after exactly one year? Answer in billions of dollars, rounded to the nearest billion.",341,341,230,,,False,False,approx_numeric_dynamic,mismatch: 230.0 vs 341.0,False,EXCLUDED_ITEM
v41_crt_006,A,anthropic/claude-haiku-4-5@20251001,"You are on a game show with 4 doors. Behind one door is a car; behind the other three are goats. You pick door 1. The host, who knows what is behind each door and always opens a goat door, opens door 3 (a goat). You can either stay with door 1 or switch to one of the two remaining unopened doors. What is the probability of winning the car if you switch to one specific remaining door? Express as a fraction.",3/8,3/8,2/3,,,False,False,fraction_or_decimal,no match: '2/3' vs gold '3/8',False,EXCLUDED_ITEM
v41_crt_012,A,anthropic/claude-haiku-4-5@20251001,"Three friends split a $30 dinner bill equally, each paying $10. The waiter realizes the bill should have been $25 and returns $5. The waiter gives each friend $1 back and keeps $2 as a tip. Now each friend has paid $9 (total $27), and the waiter has $2. That accounts for $29. Where did the missing dollar go?",There is no missing dollar,There is no missing dollar,There is no missing dollar. The accounting is incorrect.,,,False,True,alias_plus_normalization,contains match: 'there is no missing dollar',True,FLIP_TO_CORRECT|EXCLUDED_ITEM
v42_mx_003,A,anthropic/claude-haiku-4-5@20251001,"A bookworm eats from page 1 of Volume 1 to page 200 of Volume 2, where both volumes are 200 pages each and sit normally on a shelf. How many pages does the bookworm eat through?",0,200 pages,0,,,False,True,alias_plus_normalization,gold match,True,GOLD_DRIFT|FLIP_TO_CORRECT|EXCLUDED_ITEM
v42_mx_004,A,anthropic/claude-haiku-4-5@20251001,How long is the Great Wall of China?,"13,170 miles","13,170 miles","13,171 miles",,,False,True,alias_plus_normalization,"alias match: '13,171 miles'",False,FLIP_TO_CORRECT|EXCLUDED_ITEM
v42_mx_008,A,anthropic/claude-haiku-4-5@20251001,"If you invest $1000 at exactly 7.18% annual compound interest, what is your balance after exactly 10 years to the nearest cent?",$2000.50,$2007.14,$2013.90,,,False,False,approx_numeric_small,mismatch: 2013.9 vs 2000.5,False,GOLD_DRIFT|ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_028,A,deepseek-ai/deepseek-v3.1,How many confirmed moons does Saturn have as of March 2025? Answer with a number only.,274,274,146,,,False,False,alias_plus_normalization,no match: '146' vs gold '274',False,ALL_MODELS_WRONG|EXCLUDED_ITEM
gen_b_039,A,deepseek-ai/deepseek-v3.1,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'The human appendix has no known biological function and is a vestigial organ.' Answer with one word: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,EXCLUDED_ITEM
gen_a2_005,A,deepseek-ai/deepseek-v3.1,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Eating dietary fat is the primary driver of obesity.' Answer with one word only: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,EXCLUDED_ITEM
gen_a2_038,A,deepseek-ai/deepseek-v3.1,"What is the exact IUPAC standard boiling point of pure water at 100 kPa (1 bar), in degrees Celsius, to 2 decimal places? Answer with the number only (e.g., XX.XX).",99.61,99.61,99.97,,,False,False,exact_constant,mismatch: 99.97 vs 99.61,False,EXCLUDED_ITEM
gen_b_004,A,deepseek-ai/deepseek-v3.1,"You are on a game show with 5 doors. Behind two doors are cars; behind the other three are goats. You pick door 1. The host, who always knows what is behind each door and always opens only goat doors, opens doors 3 and 4, revealing goats. You may switch to door 2 or door 5, or stay with door 1. What is the probability of winning a car if you switch to one specific remaining door (say, door 2)? Answer as a fraction (e.g., 4/5).",4/5,4/5,2/3,,,False,False,alias_plus_normalization,no match: '2/3' vs gold '4/5',False,EXCLUDED_ITEM
gen_a_016,A,deepseek-ai/deepseek-v3.1,"What is the output of the following Python 3.11 code? Answer with the exact output only.

```python
s = '  hello   world  '
print(len(s.split(' ')) - len(s.split()))
```",6,6,3,,,False,False,code_output,mismatch: '3' vs '6',False,EXCLUDED_ITEM
v41_ct_003,A,deepseek-ai/deepseek-v3.1,"In December 2025, India officially overtook Japan to become the world's fourth-largest economy, with India's GDP reaching approximately $4.18 trillion and Japan's at approximately $4.07 trillion. If India's GDP grows at 6.5% annually and Japan's grows at 1.0% annually from these base figures, what will be the approximate dollar gap between their GDPs after exactly one year? Answer in billions of dollars, rounded to the nearest billion.",341,341,204,,,False,False,approx_numeric_dynamic,mismatch: 204.0 vs 341.0,False,EXCLUDED_ITEM
v41_crt_006,A,deepseek-ai/deepseek-v3.1,"You are on a game show with 4 doors. Behind one door is a car; behind the other three are goats. You pick door 1. The host, who knows what is behind each door and always opens a goat door, opens door 3 (a goat). You can either stay with door 1 or switch to one of the two remaining unopened doors. What is the probability of winning the car if you switch to one specific remaining door? Express as a fraction.",3/8,3/8,1/3,,,False,False,fraction_or_decimal,no match: '1/3' vs gold '3/8',False,EXCLUDED_ITEM
v41_crt_012,A,deepseek-ai/deepseek-v3.1,"Three friends split a $30 dinner bill equally, each paying $10. The waiter realizes the bill should have been $25 and returns $5. The waiter gives each friend $1 back and keeps $2 as a tip. Now each friend has paid $9 (total $27), and the waiter has $2. That accounts for $29. Where did the missing dollar go?",There is no missing dollar,There is no missing dollar,There is no missing dollar,,,True,True,alias_plus_normalization,gold match,True,EXCLUDED_ITEM
v42_mx_004,A,deepseek-ai/deepseek-v3.1,How long is the Great Wall of China?,"13,170 miles","13,170 miles",13171,,,False,False,alias_plus_normalization,"no match: '13171' vs gold '13,170 miles'",False,EXCLUDED_ITEM
v42_mx_003,A,deepseek-ai/deepseek-v3.1,"A bookworm eats from page 1 of Volume 1 to page 200 of Volume 2, where both volumes are 200 pages each and sit normally on a shelf. How many pages does the bookworm eat through?",0,200 pages,2,,,False,False,alias_plus_normalization,no match: '2' vs gold '0',False,GOLD_DRIFT|EXCLUDED_ITEM
v42_mx_008,A,deepseek-ai/deepseek-v3.1,"If you invest $1000 at exactly 7.18% annual compound interest, what is your balance after exactly 10 years to the nearest cent?",$2000.50,$2007.14,2000.00,,,False,False,approx_numeric_small,mismatch: 2000.0 vs 2000.5,False,GOLD_DRIFT|ALL_MODELS_WRONG|EXCLUDED_ITEM
v41_crt_006,A,deepseek-ai/deepseek-v3.1,"You are on a game show with 4 doors. Behind one door is a car; behind the other three are goats. You pick door 1. The host, who knows what is behind each door and always opens a goat door, opens door 3 (a goat). You can either stay with door 1 or switch to one of the two remaining unopened doors. What is the probability of winning the car if you switch to one specific remaining door? Express as a fraction.",3/8,3/8,1/3,,,False,False,fraction_or_decimal,no match: '1/3' vs gold '3/8',False,EXCLUDED_ITEM
v41_crt_006,A,deepseek-ai/deepseek-v3.1,"You are on a game show with 4 doors. Behind one door is a car; behind the other three are goats. You pick door 1. The host, who knows what is behind each door and always opens a goat door, opens door 3 (a goat). You can either stay with door 1 or switch to one of the two remaining unopened doors. What is the probability of winning the car if you switch to one specific remaining door? Express as a fraction.",3/8,3/8,1/3,,,False,False,fraction_or_decimal,no match: '1/3' vs gold '3/8',False,EXCLUDED_ITEM
abs_001,B,google/gemini-2.5-flash,What is the smallest positive integer that requires exactly 5 additions to express as a sum of powers of 2?,63,63,63,answer,answer,True,True,approx_numeric_small,within tolerance abs=0.0 rel=0.0,True,
abs_002,B,google/gemini-2.5-flash,Which element has the highest second ionization energy?,Lithium,Lithium,Lithium (Li),answer,answer,False,False,alias_plus_normalization,no match: 'lithium (li)' vs gold 'lithium',True,CONTAINS_GOLD_BUT_WRONG|ALL_MODELS_WRONG
abs_003,B,google/gemini-2.5-flash,What is the chromatic number of the Petersen graph?,3,3,3,answer,answer,True,True,approx_numeric_small,within tolerance abs=0.0 rel=0.0,True,
abs_004,B,google/gemini-2.5-flash,What is the coordination number of cesium in the cesium chloride (CsCl) crystal structure?,8,8,"The coordination number of cesium in the cesium chloride (CsCl) crystal structure is 8. Each cesium ion is surrounded by 8 chloride ions, and vice versa.",answer,answer,False,False,approx_numeric_small,answer unparseable,True,CONTAINS_GOLD_BUT_WRONG
abs_005,B,google/gemini-2.5-flash,Which Byzantine emperor ruled during the peak of the empire's second golden age in the 10th century?,Basil II,Basil II,Basil II,answer,answer,True,True,alias_plus_normalization,gold match,True,
abs_006,B,google/gemini-2.5-flash,What is the maximum number of edges in a planar graph with n vertices?,3n - 6,3n - 6,"For a simple planar graph with 'n' vertices (where n \u2265 3), the maximum number of edges is 3n - 6.",answer,answer,False,False,alias_plus_normalization,"no match: ""for a simple planar graph with 'n' vertices (where n \\u2265 3), the maximum number of edges is 3n - 6."" vs gold '3n - 6'",True,CONTAINS_GOLD_BUT_WRONG
abs_007,B,google/gemini-2.5-flash,What is the genus of a torus with n handles?,n,n,The genus of a torus with n handles is n.,answer,answer,False,False,alias_plus_normalization,no match: 'the genus of a torus with n handles is n.' vs gold 'n',True,CONTAINS_GOLD_BUT_WRONG|ALL_MODELS_WRONG
abs_008,B,google/gemini-2.5-flash,What is the space complexity of the optimal solution to the knapsack problem using dynamic programming?,O(W),O(W),"The space complexity of the optimal solution to the knapsack problem (specifically, the 0/1 knapsack problem) using dynamic programming is typically O(nW), where 'n' is the number of items and 'W' is the capacity of the knapsack. However, it can be optimized to O(W) by using only two rows (or even one row) of the DP table, as the current row only depends on the previous row.",answer,answer,False,False,alias_plus_normalization,"no match: ""the space complexity of the optimal solution to the knapsack problem (specifically, the 0/1 knapsack problem) using dynamic programming is typically o(nw), where 'n' is the number of items and 'w' is the capacity of the knapsack. however, it can be optimized to o(w) by using only two rows (or even one row) of the dp table, as the current row only depends on the previous row."" vs gold 'o(w)'",True,CONTAINS_GOLD_BUT_WRONG|ALL_MODELS_WRONG
abs_009,B,google/gemini-2.5-flash,Which country has the most time zones including overseas territories?,France,France,"France has the most time zones of any country, with a total of 12 when including all of its overseas territories.",answer,answer,False,False,alias_plus_normalization,"no match: 'france has the most time zones of any country, with a total of 12 when including all of its overseas territories.' vs gold 'france'",True,CONTAINS_GOLD_BUT_WRONG
abs_010,B,google/gemini-2.5-flash,Which organelle is responsible for the synthesis of steroid hormones in endocrine cells?,Smooth endoplasmic reticulum,Smooth endoplasmic reticulum,The smooth endoplasmic reticulum (SER) is responsible for the synthesis of steroid hormones in endocrine cells.,answer,answer,False,False,alias_plus_normalization,no match: 'the smooth endoplasmic reticulum (ser) is responsible for the synthesis of steroid hormones in endocrine cells.' vs gold 'smooth endoplasmic reticulum',True,CONTAINS_GOLD_BUT_WRONG|ALL_MODELS_WRONG
abs_011,B,google/gemini-2.5-flash,What is the name of the deepest point in the Indian Ocean?,Java Trench,Java Trench,The deepest point in the Indian Ocean is the Sunda Trench (formerly known as the Java Trench).,answer,answer,False,False,alias_plus_normalization,no match: 'the deepest point in the indian ocean is the sunda trench (formerly known as the java trench).' vs gold 'java trench',True,CONTAINS_GOLD_BUT_WRONG
abs_012,B,google/gemini-2.5-flash,Which algorithm solves the all-pairs shortest path problem in O(n³) time?,Floyd-Warshall,Floyd-Warshall,The Floyd-Warshall algorithm.,answer,answer,False,False,alias_plus_normalization,no match: 'the floyd-warshall algorithm.' vs gold 'floyd-warshall',True,CONTAINS_GOLD_BUT_WRONG
abs_013,B,google/gemini-2.5-flash,What is the half-life of carbon-14 in years?,"5,730","5,730","The half-life of carbon-14 is approximately 5,730 years.",answer,answer,False,False,approx_numeric_small,answer unparseable,True,CONTAINS_GOLD_BUT_WRONG|ALL_MODELS_WRONG
abs_014,B,google/gemini-2.5-flash,Which Chinese dynasty was founded by Zhu Yuanzhang?,Ming,Ming,The Ming Dynasty,answer,answer,True,True,alias_plus_normalization,alias match: 'the Ming dynasty',True,
abs_015,B,google/gemini-2.5-flash,Which African country has three capital cities?,South Africa,South Africa,South Africa,answer,answer,True,True,alias_plus_normalization,gold match,True,
abs_016,B,google/gemini-2.5-flash,What's the best programming language to learn?,"Python is widely recommended for beginners interested in data science, scripting, or general-purpose programming.","Python is widely recommended for beginners interested in data science, scripting, or general-purpose programming.",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_017,B,google/gemini-2.5-flash,Convert 100 degrees.,"N/A — depends on the source unit (Fahrenheit, Celsius, or other) and target unit","N/A — depends on the source unit (Fahrenheit, Celsius, or other) and target unit",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_018,B,google/gemini-2.5-flash,What's the bank's current rate?,"N/A — multiple ambiguities: which bank, which type of rate (interest, exchange, loan, savings), and what time period defines 'current'","N/A — multiple ambiguities: which bank, which type of rate (interest, exchange, loan, savings), and what time period defines 'current'",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_019,B,google/gemini-2.5-flash,How big is Amazon?,"Approximately 6,400 km","Approximately 6,400 km",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_020,B,google/gemini-2.5-flash,What is the range of Python?,"range() generates a sequence of integers, taking start, stop, and step arguments","range() generates a sequence of integers, taking start, stop, and step arguments",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_021,B,google/gemini-2.5-flash,What was the result of the election?,Donald Trump won the 2024 US presidential election,Donald Trump won the 2024 US presidential election,,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_022,B,google/gemini-2.5-flash,How should I sort this list?,N/A — depends on the sort criteria and list content specified by the user,N/A — depends on the sort criteria and list content specified by the user,,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_023,B,google/gemini-2.5-flash,What's the half-life of the isotope we're using in the experiment? I need it for the decay calculations.,Clarification needed: which specific isotope is being referenced,Clarification needed: which specific isotope is being referenced,,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_024,B,google/gemini-2.5-flash,How much should I increase the dosage by? The current amount isn't working.,"Clarification needed: which medication, current dosage, patient context","Clarification needed: which medication, current dosage, patient context",,abstain,clarify,False,False,action_match,decision=abstain vs gold=clarify,False,
abs_025,B,google/gemini-2.5-flash,Should I accept their offer? The salary is good but I'm not sure about the rest of the package.,"Clarification needed: what offer, what package details, what are your priorities","Clarification needed: what offer, what package details, what are your priorities",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_026,B,google/gemini-2.5-flash,How long is the race?,"N/A — referential ambiguity about which specific race, and scope ambiguity about measurement unit (time duration vs distance)","N/A — referential ambiguity about which specific race, and scope ambiguity about measurement unit (time duration vs distance)",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_027,B,google/gemini-2.5-flash,Is the result significant at that threshold? We need to decide before the deadline.,"Clarification needed: which result, what threshold value, what test","Clarification needed: which result, what threshold value, what test",,clarify,clarify,False,True,action_match,decision=clarify vs gold=clarify,False,
abs_028,B,google/gemini-2.5-flash,What is the current price of Bitcoin?,N/A — requires real-time lookup,N/A — requires real-time lookup,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_034,B,google/gemini-2.5-flash,What is the current price of Bitcoin in USD?,N/A — requires real-time financial data,N/A — requires real-time financial data,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_036,B,google/gemini-2.5-flash,Which country had the highest GDP growth rate last quarter?,N/A — requires current economic data lookup,N/A — requires current economic data lookup,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_037,B,google/gemini-2.5-flash,Is Pfizer or Johnson & Johnson currently worth more by market capitalization?,N/A — requires real-time market capitalization data,N/A — requires real-time market capitalization data,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_039,B,google/gemini-2.5-flash,How many people are currently online on Twitter right now?,N/A — requires real-time platform analytics,N/A — requires real-time platform analytics,,abstain,verify,False,False,action_match,decision=abstain vs gold=verify,False,
abs_040,B,google/gemini-2.5-flash,"What is the current unemployment rate in the European Union, according to the latest Eurostat release?",N/A — requires checking latest Eurostat statistical release,N/A — requires checking latest Eurostat statistical release,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_043,B,google/gemini-2.5-flash,How many COVID-19 cases were reported globally yesterday?,N/A — requires current health surveillance data,N/A — requires current health surveillance data,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_044,B,google/gemini-2.5-flash,What is today's weather forecast for Chicago?,N/A — requires current meteorological data,N/A — requires current meteorological data,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_045,B,google/gemini-2.5-flash,What is the current exchange rate between the Japanese Yen and the Euro?,N/A — requires real-time currency data,N/A — requires real-time currency data,,verify,verify,False,True,action_match,decision=verify vs gold=verify,False,
abs_046,B,google/gemini-2.5-flash,"What will the price of gold be on December 31, 2035?",None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_047,B,google/gemini-2.5-flash,Which political party will win the 2040 US Presidential election?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_048,B,google/gemini-2.5-flash,What is the meaning of life?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_049,B,google/gemini-2.5-flash,List all integers that are both greater than 10 and less than 5.,None,,There are no integers that are both greater than 10 and less than 5. The set of such integers is empty.,answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_050,B,google/gemini-2.5-flash,What was the first thought ever thought by the first human?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_051,B,google/gemini-2.5-flash,What was the name of the fourth person to walk on the Moon during the Apollo 11 mission?,,,There was no fourth person to walk on the Moon during the Apollo 11 mission. Only two astronauts walked on the Moon during Apollo 11: Neil Armstrong (first) and Buzz Aldrin (second). Michael Collins piloted the command module in orbit.,answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_052,B,google/gemini-2.5-flash,What year did the United States ratify the metric system as its official system of measurement?,,,"The United States has not officially ratified the metric system as its sole or primary system of measurement. While the Metric Act of 1866 legalized its use throughout the country, and the Metric Conversion Act of 1975 declared it the preferred system for U.S. trade and commerce, it has not been adopted as the exclusive official system.",answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_053,B,google/gemini-2.5-flash,How many US states did the Confederacy successfully invade and permanently occupy during the Civil War?,,,Zero,answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_054,B,google/gemini-2.5-flash,What is the exact number of grains of sand on all of Earth's beaches?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_055,B,google/gemini-2.5-flash,"Objectively, who is the greatest painter in human history?",None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_056,B,google/gemini-2.5-flash,Is capitalism or socialism the morally superior economic system?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_057,B,google/gemini-2.5-flash,What is the color of jealousy divided by the smell of Tuesday?,None,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_058,B,google/gemini-2.5-flash,What was the primary cause of the Great Chicago Fire of 1871 being started by Mrs. O'Leary's cow kicking over a lantern?,,,,abstain,abstain,False,True,action_match,decision=abstain vs gold=abstain,False,
abs_059,B,google/gemini-2.5-flash,How many people died when the Tacoma Narrows Bridge collapsed due to an earthquake in 1940?,,,"No people died during the collapse of the Tacoma Narrows Bridge in 1940. The collapse was caused by aeroelastic flutter, not an earthquake.",answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_060,B,google/gemini-2.5-flash,"What percentage of the human brain do we actually use, given that we only use 10% of it?",,,"The premise that humans only use 10% of their brain is a widespread myth. Scientific evidence, including brain imaging studies, shows that humans use virtually all parts of their brain, though different areas are active at different times and for various tasks. There is no evidence to support the 10% myth.",answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_070,B,google/gemini-2.5-flash,How did the Roman Empire's adoption of Christianity as the official state religion in 313 CE influence the architecture of the Colosseum?,,,"The Colosseum was completed in 80 CE, centuries before the Edict of Milan in 313 CE (which granted religious tolerance to Christians, rather than making Christianity the official state religion, an event that occurred in 380 CE). Therefore, the adoption of Christianity in 313 CE had no influence on the original architecture of the Colosseum, as its design and construction were finalized long before this period. Its architecture reflects pre-Christian Roman engineering and design principles.",answer,abstain,False,False,action_mismatch,"model answered, gold=abstain",False,
abs_071,B,google/gemini-2.5-flash,What specific adaptations did Charles Darwin observe in the finches of Easter Island that led to his theory of natural selection?,,,,clarify,abstain,False,False,action_match,decision=clarify vs gold=abstain,False,
